problem,genotype,phenotype,error,runtime(s),runtime(g),runtime(fes),pinit
F11,"[[[0, 0.45028272695879423, 0]], [[3, 0.6589776781908386, 1]], [[1, 0.47759320101781955, 2]], [[2, 0.8683674388779686, 1]], [[0, 0.17133501897146164, 1]], [[1, 0.9619115817405105, 2]], [[1, 0.6601860724193713, 2]], [[11, 0.9206702729588216, 3], [7, 0.6411299255409921, 3]], [[2, 0.6854673501647046, 2]], [[4, 0.729755645793917, 3], [3, 0.5709680093040023, 3], [5, 0.899541755170016, 3]], [[0, 0.15637007597808972, 2]], [[1, 0.3001637266141225, 4]], [[1, 0.49578404071287585, 3]], [[0, 0.7502900743602258, 3], [0, 0.050238614735317655, 3]], [[0, 0.0020232302587229745, 4], [1, 0.6725179255400743, 4], [1, 0.8018753987136766, 4], [1, 0.713673159347416, 4]], [[0, 0.2595013425664584, 5], [0, 0.1737122873544673, 5], [1, 0.7763415003523942, 5]], [[5, 0.8741869713844571, 5], [0, 0.11795654859812543, 5], [3, 0.6270836979726624, 5]], [[3, 0.31960297446508246, 5], [0, 0.0, 5], [2, 0.26112680932607746, 5]], [[0, 0.0, 4], [0, 0.10044764768428893, 4]], [[1, 0.5085718776717831, 5], [0, 0.023850989684071733, 5]], [[0, 0.6096849669330728, 5], [0, 0.23403858576263303, 6], [0, 0.9306261535628709, 5], [0, 0.9597073848521467, 6], [0, 0.8167360183146091, 5], [0, 0.21643465929367967, 6], [0, 0.29399820470088744, 4], [0, 0.5739825028575282, 4], [0, 0.7544250058419509, 3]], [[1, 0.6493353220842012, 4], [0, 0.0019000236342848753, 4], [1, 0.8140804244610579, 2]], [[1, 0.7715061287701647, 1]], [[1, 0.15033185190897333, 1]], [[3, 0.3822426712677876, 6], [0, 0.01478741157102137, 7], [7, 0.7831011123821998, 6], [4, 0.48826416469324885, 7], [6, 0.6862194511641591, 6], [2, 0.2862214983743778, 7], [8, 0.9919834021559892, 5], [4, 0.4667163246483783, 5], [3, 0.416919617700954, 3], [7, 0.8807368063010803, 4], [3, 0.35923161690637595, 3]], [[7, 0.7834757490408939, 4], [2, 0.20713930182527607, 4], [8, 0.8304347568276236, 6], [0, 0.06135660324636516, 3], [7, 0.7687310605029507, 3], [3, 0.30293197946001194, 3], [3, 0.39961363861498267, 2], [2, 0.2581965716111798, 2], [4, 0.4601414714284695, 3]]]","popsize=100\nparams=Params(ilshade.memory(popsize))\noptimizer=create_optimizer(lpsr(pmin=4),update_strategy(Ignore,ensemble.either(mutation.cma(),mutation.current_to_pbest_1(params.static(1),p=2/popsize, include_archive=False),params.adaptative(random.boolean(low=0.7,high=0.2,weighted=True,learning_rate=Ignore))),ensemble.choice([crossover.multiple_exponential(params.adaptative(param_strategy(0.4,jade.cauchy_get_strategy(0.1),lshadespa.cauchy_repair_strategy(),shade.normal_learning_strategy()))),crossover.exponential(params.adaptative(param_strategy(0.8,jade.cauchy_get_strategy(0.5),Ignore,jade.cauchy_learning_strategy(0.8)))),crossover.shuffled_exponential(params.adaptative(param_strategy(0.7,jade.normal_get_strategy(0.3),jso.cauchy_repair_strategy(),shade.cauchy_learning_strategy())))],params.adaptative(random.range(3,pmin=0.9,pmax=0.5,learnable=True))),reparation.middle_from_parent(),booster.imode(0.074, 0.8, 0.34)),archive(round(popsize*3.2), allow_resizing=False),popsize,params)",401.39448845419076,130511.91542196274,15,1350,30
F12,"[[[0, 0.6840093006988582, 0]], [[4, 0.8661692510378195, 1]], [[0, 0.14537877882536598, 2]], [[1, 0.3923776075816626, 1]], [[0, 0.5958906503361073, 1]], [[1, 0.6964632440772655, 2]], [[2, 0.7100566170543666, 2]], [[11, 1.0, 3], [10, 0.8459477049805683, 3], [6, 0.5183593344211986, 3]], [[1, 0.4080598702383821, 2]], [[0, 0.0, 3], [3, 0.6400404490979089, 3], [4, 0.6719970415003569, 3]], [[1, 0.6660795759113446, 2]], [[0, 0.08153853249857135, 4], [2, 0.7354799667913576, 4], [3, 0.8341182181038904, 4]], [[1, 0.9472998720086809, 3]], [[0, 0.8427199568065941, 3], [0, 0.46668988176681414, 3]], [[1, 0.6690160546096118, 4], [1, 1.0, 4], [0, 0.24149094202185628, 4], [1, 0.8449278460482497, 4], [0, 0.045932062168515086, 4]], [[1, 0.8991927062380431, 5], [0, 0.49541445347907387, 5], [0, 0.33451643705216716, 5]], [[2, 0.3685377765136024, 5], [5, 1.0, 5], [5, 0.8437334399674202, 5]], [[0, 0.0, 5], [6, 0.6154678907079305, 5], [4, 0.38290700114027865, 5]], [[1, 0.5780401857477498, 4]], [[1, 0.6943082389923207, 5], [1, 0.8572534236922312, 5], [1, 0.9948693088298024, 5], [0, 0.4762473442356199, 5], [0, 0.03573907516574826, 5], [0, 0.28645116458053976, 5]], [[0, 0.6709612087395396, 2], [0, 0.13298683196176264, 5], [0, 0.40424675209756034, 6], [0, 0.3948279473206613, 5], [0, 0.22050166178653563, 5], [0, 0.9946986559951735, 6], [0, 0.5925504990818419, 4], [0, 0.5624136025118414, 4], [0, 0.310586862404282, 5], [0, 0.40044339421140906, 3], [0, 0.8649724209318354, 3], [0, 0.22102620661393313, 4], [0, 0.27559715169608956, 3]], [[1, 0.7353382815335672, 4], [0, 0.16592105574941862, 4], [1, 0.5975772804976552, 4], [1, 0.844392008912223, 4], [1, 0.7114306948679945, 4]], [[0, 0.39002678488135534, 1]], [[5, 0.7943238326237128, 1]], [[8, 0.9738167534745662, 3], [4, 0.5417822913172018, 6], [5, 0.6574739860248275, 7], [6, 0.6729223750750003, 6], [8, 0.9524960408167172, 6], [6, 0.7508788664575067, 7], [3, 0.38739254190137296, 5], [2, 0.2687779901359678, 5], [1, 0.11318207814422032, 6], [4, 0.4902789236711991, 3], [6, 0.7139634514754597, 4], [0, 0.04938434666672445, 3], [8, 1.0, 3], [6, 0.7283423256769574, 3], [3, 0.40648599785092365, 4], [5, 0.5780241970220323, 3]], [[7, 0.7356102686643251, 2], [2, 0.21681350037574743, 6], [6, 0.6348454289558768, 4], [4, 0.46600516877622966, 4], [5, 0.500775444166552, 3], [8, 0.8652363133195655, 3], [9, 0.9817711247720954, 3], [6, 0.611078665363773, 3], [6, 0.6855555728535214, 3], [7, 0.7402138282297042, 3], [9, 0.9471282331472399, 2], [4, 0.4062691516201613, 2]]]","popsize=17*ndims\nparams=Params(nshade.memory())\noptimizer=create_optimizer(lpsr(pmin=round(popsize*0.9)),update_strategy(Ignore,ensemble.choice([mutation.cma(),mutation.current_to_ord_pbest_1(params.adaptative(param_strategy(0.5,jade.normal_get_strategy(0.6),ilshade.normal_repair_strategy(),jade.cauchy_learning_strategy(0.2))),p=0.7, include_archive=False),mutation.current_to_rand_1(params.adaptative(param_strategy(0.9,jade.cauchy_get_strategy(0.7),lshadespa.cauchy_repair_strategy(),ilshade.cauchy_learning_strategy())), include_archive=True)],params.adaptative(random.range(3,pmin=0.4,pmax=0.3,learnable=False))),ensemble.either(crossover.all(),crossover.exponential(params.static(1)),params.adaptative(random.boolean(low=0.6,high=0.4,weighted=True,learning_rate=0.2))),reparation.clip(),booster.imode(0.585, 0.7, 0.91)),Ignore,popsize,params)",28.676436033929907,405945.80562233925,15,1350,30
F13,"[[[0, 0.9463280347997579, 0]], [[4, 0.9777962615972424, 1]], [[1, 0.6633040149878832, 2]], [[1, 0.5725301528359374, 1]], [[0, 0.8171851022830976, 1]], [[1, 1.0, 2]], [[2, 1.0, 2]], [[11, 0.969587610480931, 3], [4, 0.34694208211696453, 3], [6, 0.5346192541818151, 3]], [[2, 0.918472575692332, 2]], [[5, 0.9934648457862305, 3], [2, 0.43530144985747743, 3], [0, 0.0, 3]], [[1, 0.6999281282553494, 2]], [], [[1, 0.5527963392497315, 3]], [[0, 0.3483606929871361, 3], [0, 0.5389949641700469, 3]], [[0, 0.4746788866788758, 4], [0, 0.21786114821991887, 4], [1, 0.9821704521605983, 4], [0, 0.19795608345299656, 4], [0, 0.021080105493493706, 4], [0, 0.029141667738578958, 4]], [[1, 0.7652687102345456, 5]], [[5, 0.9450023885535317, 5], [3, 0.4940349942085065, 5]], [[0, 0.0, 5]], [[1, 0.8306000998617505, 4], [0, 0.43325535128294146, 4]], [[1, 0.9646958212671991, 5], [0, 0.084237137370062, 5], [1, 0.9097974071477068, 5], [1, 0.6643886626551461, 5], [0, 0.3064409356505453, 5]], [[0, 0.17139040692773688, 2], [0, 0.639908867885052, 4], [0, 0.32644991769112075, 4], [0, 0.059248295233284565, 5], [0, 0.5648406437120935, 6], [0, 0.11594797230797249, 4], [0, 0.22242709727143517, 4], [0, 0.8036967941171567, 4], [0, 0.5925691244465788, 3]], [[0, 0.16515880709440617, 4], [0, 0.1980097695711353, 4], [0, 0.05014287168830056, 4], [1, 0.6842852561611856, 4], [1, 0.5510838998011987, 4]], [[0, 0.5502342374063194, 1]], [[6, 0.9661275468748795, 1]], [[1, 0.1953931058483951, 3], [4, 0.47967161166737393, 5], [8, 0.9550282947066953, 5], [2, 0.2607922930627832, 6], [7, 0.8177871292039948, 7], [6, 0.757745820865544, 5], [3, 0.3549049202559219, 5], [2, 0.27580277184406166, 5], [5, 0.5992519554162066, 3], [0, 0.09167526761098177, 4], [8, 0.9538089511537771, 3]], [[5, 0.5479135835523204, 6], [0, 0.051933200020165105, 6], [6, 0.6195227935346383, 4], [5, 0.5165558123478234, 3], [3, 0.34003708050419645, 3], [7, 0.7467263841233217, 3]]]","popsize=25*round(np.log(ndims)*np.sqrt(ndims))\nparams=Params(nshade.memory())\noptimizer=create_optimizer(lpsr(pmin=round(popsize*0.2)),update_strategy(Ignore,ensemble.choice([mutation.cma(),mutation.best_1(params.static(1), include_archive=True),mutation.current_to_rand_1(params.static(0.5), include_archive=True)],params.adaptative(random.range(3,pmin=0.5,pmax=0.9,learnable=True))),ensemble.choice([crossover.shuffled_exponential(params.adaptative(param_strategy(0.3,jade.normal_get_strategy(0.8),lshadespa.cauchy_repair_strategy(),jade.cauchy_learning_strategy(0.0)))),crossover.binomial_with_cauchy_perturbation(params.static(1), scale=0.7, jump_rate=0.6),crossover.all()],params.adaptative(random.range(3,pmin=0.4,pmax=0.3,learnable=False))),reparation.clip(),booster.imode(0.536, 0.1, 0.79)),Ignore,popsize,params)",25.260180781203047,338405.3282301426,15,1350,30
F14,"[[[0, 0.24434885382390403, 0]], [[4, 0.9188350650182969, 1]], [], [[1, 0.4240543041702902, 1]], [[0, 0.8360090867972327, 1]], [[1, 0.8333842746183343, 2]], [[1, 0.4570590108142564, 2]], [[11, 1.0, 3], [11, 0.9081990690057471, 3]], [[2, 1.0, 2]], [[0, 0.04328358561974743, 3], [3, 0.5846502045403198, 3], [0, 0.08323015187061988, 3]], [[1, 0.7615598373874122, 2]], [[0, 0.23974740146253637, 4]], [[0, 0.14852765695255477, 3]], [[0, 0.5343596658955212, 3]], [[0, 0.47249932954488516, 4], [0, 0.13886678243693718, 4], [0, 0.2183230862647466, 4]], [[1, 0.9212636274602567, 5]], [], [[9, 0.8473468485804584, 5], [5, 0.5453019920886727, 5]], [[0, 0.29763012387405463, 4]], [[1, 1.0, 5], [0, 0.33083967393081504, 5]], [[0, 0.005187613128940338, 2], [0, 0.8735452591856879, 4], [0, 0.8116066751851754, 4], [0, 0.7610280305835384, 3], [0, 0.5796910259955468, 3]], [[1, 0.853292103983141, 4], [0, 0.2013955608569038, 2], [0, 0.4682408499012062, 2]], [[1, 0.9396198641479202, 1]], [[5, 0.7173615760873855, 1]], [[6, 0.6790768839433972, 3], [6, 0.6818139221009965, 5], [4, 0.5418240333365903, 5], [4, 0.4459092744718768, 3], [4, 0.4386785925954767, 4], [2, 0.22960084530055236, 3], [6, 0.7619001990214352, 3]], [[7, 0.7492496984888847, 2], [9, 0.9795310698953059, 4], [9, 0.9143699589971537, 4], [2, 0.28236068374075907, 3], [5, 0.5798287095641699, 3], [4, 0.41629231005065415, 3], [5, 0.5832700883383476, 2], [1, 0.16633710310610084, 2], [0, 0.0, 2]]]","popsize=17*ndims\nparams=Params(nshade.memory())\noptimizer=create_optimizer(lpsr(pmin=round(popsize*0.7)),update_strategy(Ignore,ensemble.either(mutation.cma(),mutation.cma(),params.adaptative(random.boolean(low=0.9,high=0.9,weighted=False,learning_rate=Ignore))),ensemble.choice([crossover.all(),crossover.exponential(params.static(1)),crossover.all()],params.adaptative(random.range(3,pmin=0.7,pmax=0.5,learnable=False))),reparation.clip(),booster.imode(0.255, 0.5, 0.43)),archive(round(popsize*5.1), allow_resizing=True),popsize,params)",11.309044407089555,535926.1433951855,15,1350,30
F15,"[[[0, 0.27923184877970086, 0]], [[4, 0.9875622205409721, 1]], [[0, 0.1070886246278333, 2]], [[0, 0.2733413810679672, 1]], [[0, 0.932315588477155, 1]], [[1, 0.5852849960035812, 2]], [[1, 0.5089360453371298, 2]], [[6, 0.5683517919205034, 3], [8, 0.6951427160613602, 3]], [[0, 0.29232455361578635, 2]], [[4, 0.6971972437135223, 3], [4, 0.7885997451360235, 3], [0, 0.1251160813716251, 3]], [[0, 0.4156026356986049, 2]], [[3, 0.9406647970073951, 4]], [[1, 0.9816814250554861, 3]], [], [[0, 0.34106455511977496, 4], [1, 1.0, 4], [0, 0.31236837576278953, 4], [0, 0.11529915002994906, 4]], [[0, 0.2595013425664584, 5], [1, 0.7173219960594935, 5]], [[5, 1.0, 5], [5, 0.8328613453087186, 5]], [[4, 0.3888794051018949, 5], [2, 0.18993596131285218, 5]], [[0, 0.3952802085099717, 4]], [[0, 0.480155621035274, 5], [1, 0.7711205152206595, 5], [1, 0.990410815723309, 5], [0, 0.4738129109767101, 5]], [[0, 0.23755778700579666, 5], [0, 0.9056865787472007, 6], [0, 0.6243988722820385, 3], [0, 0.8309792915662982, 3], [0, 0.7777125599090001, 4], [0, 0.796757751979052, 3]], [[0, 0.1919756500616404, 4], [1, 0.9768982860915105, 4], [0, 0.43721657108664325, 2], [0, 0.08044221641410176, 2]], [[0, 0.34117987595131594, 1]], [[2, 0.3776571645477297, 1]], [[2, 0.2072431496540511, 6], [0, 0.0, 7], [8, 1.0, 3], [2, 0.27600778508829915, 4], [4, 0.5276044745057746, 3], [4, 0.45208217224210456, 3], [7, 0.8691645283333338, 4], [4, 0.5028534927767206, 3], [7, 0.838049244088336, 3], [5, 0.5828634699679272, 3]], [[8, 0.8023473762127898, 6], [5, 0.5466650714190283, 4], [2, 0.25577388163157644, 4], [7, 0.7911560300792815, 6], [0, 0.061219722276040334, 3], [6, 0.6071641684708022, 3], [8, 0.8372087580378745, 3], [4, 0.4857611635076611, 2], [8, 0.8474260755504182, 2], [0, 0.04307182912253815, 2]]]","popsize=150\nparams=Params(nshade.memory())\noptimizer=create_optimizer(Ignore,update_strategy(Ignore,ensemble.either(mutation.current_to_rand_1(params.static(0.8), include_archive=True),mutation.current_to_pbestw_1(params.adaptative(param_strategy(0.3,jade.cauchy_get_strategy(0.1),lshadespa.cauchy_repair_strategy(),lshade.cauchy_learning_strategy())),p=params.adaptative(random.uniform(low=1,high=1)), include_archive=False),params.adaptative(random.boolean(low=0.5,high=0.2,weighted=True,learning_rate=Ignore))),crossover.multiple_exponential(params.static(0.7)),reparation.middle_from_parent(),booster.imode(0.069, 0.3, 0.85)),Ignore,popsize,params)",8.571141259893682,429492.2880408764,15,1350,30
F16,"[[[0, 0.6932632585839527, 0]], [[2, 0.5479506907851498, 1]], [[1, 0.8667627765459108, 2]], [[1, 0.6086911241728599, 1]], [[0, 0.4298270666231051, 1]], [[0, 0.2096631372834028, 2]], [[0, 0.0, 2]], [[11, 0.9408636796642639, 3], [6, 0.5050251922978398, 3]], [[1, 0.36947109250186383, 2]], [[0, 0.13486909017769488, 3], [5, 0.9183249375377294, 3]], [[1, 0.7958317113413809, 2]], [], [[1, 0.8483451450236755, 3], [1, 0.6525743175595567, 3]], [], [[0, 0.3224185915316513, 4], [0, 0.0726300179057855, 4]], [], [[3, 0.5990058778640897, 5], [4, 0.80835682944111, 5], [1, 0.20143517676928446, 5]], [[9, 0.8279648759337328, 5], [1, 0.141273717062517, 5]], [[1, 0.9685857065747453, 4], [1, 0.705908840486227, 4]], [[0, 0.4526654901069015, 5], [0, 0.2624906853063076, 5]], [[0, 0.47606593050999946, 2], [0, 0.7965370817371247, 5], [0, 0.07528294781923928, 5]], [[0, 0.0, 2], [1, 1.0, 2], [1, 0.8166153641438026, 2]], [[1, 0.8744614837137282, 1]], [[5, 0.7430078664634352, 1]], [[4, 0.5205320590774709, 3], [3, 0.3761281589409714, 6], [1, 0.19779328643159588, 6], [1, 0.18664528226882393, 6], [8, 0.9493791195181951, 7], [5, 0.5903081581196712, 6], [1, 0.15818655394053915, 7], [5, 0.6056352298397962, 5], [5, 0.5624858211514849, 5], [3, 0.3631204999415627, 3], [0, 0.05275811946085884, 4], [7, 0.8382846132540519, 3], [4, 0.46052345171218545, 3], [7, 0.8302193686375768, 4], [4, 0.4692270603660065, 3]], [[8, 0.8939959857874414, 2], [0, 0.07810258298078587, 6], [7, 0.7013618183972804, 4], [9, 0.9593593347706143, 4], [2, 0.27117154963550516, 2], [6, 0.6603880696567346, 2], [8, 0.8652458920994185, 4], [5, 0.5345496319388233, 2], [6, 0.6351593044361706, 2]]]","popsize=18*ndims\nparams=Params(lshade.memory(popsize))\noptimizer=create_optimizer(lpsr(pmin=round(popsize*0.5)),update_strategy(Ignore,mutation.cma(),ensemble.either(crossover.all(),crossover.shuffled_exponential(params.static(0.0)),params.adaptative(random.boolean(low=0.7,high=0.9,weighted=True,learning_rate=0.4))),reparation.clip(),Ignore),archive(round(popsize*2.6), allow_resizing=True),popsize,params)",22.623309488917105,794074.828464508,15,1350,30
F17,"[[[0, 0.22460906191493002, 0]], [[3, 0.7471633199999048, 1]], [[1, 1.0, 2]], [[1, 0.6086911241728599, 1]], [[0, 0.03492506427802333, 1]], [[0, 0.2096631372834028, 2]], [[1, 0.3848118263118331, 2]], [[11, 0.9408636796642639, 3], [6, 0.5050251922978398, 3]], [[0, 0.0, 2]], [[0, 0.13486909017769488, 3], [5, 0.9183249375377294, 3]], [[1, 0.5862966073487405, 2]], [], [[1, 0.8483451450236755, 3], [1, 0.6525743175595567, 3]], [[0, 0.2686050680804123, 3]], [[1, 0.8616090708806967, 4], [1, 0.812793902721757, 4], [1, 0.8513921221114746, 4]], [[1, 0.8664786502508409, 5]], [[0, 0.08136796528766987, 5], [0, 0.10844432669303683, 5]], [[8, 0.7804468226514297, 5], [6, 0.6120692578442448, 5]], [[1, 0.8826718747951978, 4], [0, 0.07318919040283811, 4]], [[0, 0.31987558597712806, 5], [1, 0.7321932704972285, 5], [0, 0.33494311571014224, 5], [0, 0.298418660430926, 5], [1, 0.9001353840647027, 5], [1, 0.9561528106052208, 5]], [[0, 0.9804963725261787, 2], [0, 0.6473514030413617, 5], [0, 0.9197545977646439, 6], [0, 0.8656916767271368, 5], [0, 0.9154243227683656, 6], [0, 0.18507239725653313, 5], [0, 0.8616298530873614, 5], [0, 0.270616318866713, 6], [0, 0.41384623625236083, 5], [0, 0.8493637616077291, 6], [0, 0.7366191951430882, 4], [0, 0.4979949034911064, 4], [0, 0.7524877101490139, 4], [0, 0.030150792033936002, 4], [0, 0.18578636170949703, 5]], [[1, 0.6549662617276601, 4]], [[0, 0.06968917699922927, 1]], [[5, 0.7380644968832902, 1]], [[5, 0.580495797707531, 3], [6, 0.7318397161062511, 6], [0, 0.0479692086606216, 7], [7, 0.8636522391651467, 6], [2, 0.26471530748216787, 4], [4, 0.5383266558497543, 3], [2, 0.254866825307024, 3]], [[6, 0.5967328716621692, 2], [0, 0.07810258298078587, 4], [7, 0.7013618183972804, 4], [9, 0.9593593347706143, 4], [2, 0.27117154963550516, 3], [6, 0.6603880696567346, 3], [8, 0.8652458920994185, 3]]]","popsize=16*ndims\nparams=Params(ilshade.memory(popsize))\noptimizer=create_optimizer(lpsr(pmin=round(popsize*0.6)),update_strategy(Ignore,ensemble.either(mutation.cma(),mutation.current_to_rand_1(params.adaptative(param_strategy(0.7,jade.normal_get_strategy(0.1),Ignore,dbshade.cauchy_learning_strategy())), include_archive=False),params.adaptative(random.boolean(low=0.0,high=0.7,weighted=True,learning_rate=0.8))),crossover.all(),reparation.clip(),Ignore),Ignore,popsize,params)",19.531804130857626,393669.8416440487,15,1350,30
F18,"[[[0, 0.4972451083714313, 0]], [[4, 0.8495036973296973, 1]], [], [[1, 0.6086911241728599, 1]], [[0, 0.2821422485462277, 1]], [[0, 0.2096631372834028, 2]], [[0, 0.19028874263780027, 2]], [[11, 0.9408636796642639, 3], [6, 0.5050251922978398, 3]], [[0, 0.0, 2]], [[0, 0.13486909017769488, 3], [5, 0.9183249375377294, 3]], [[1, 0.9240080718227573, 2]], [], [[1, 0.8483451450236755, 3], [1, 0.6525743175595567, 3]], [], [[0, 0.3224185915316513, 4], [0, 0.0, 4]], [], [], [], [[1, 0.7403084619501867, 4], [1, 0.5545990299769523, 4]], [[0, 0.21560292247542612, 5], [0, 0.2624906853063076, 5]], [[0, 0.47606593050999946, 2], [0, 0.7965370817371247, 5], [0, 0.07528294781923928, 5]], [[1, 0.6549662617276601, 4]], [[0, 0.10393443329493679, 1]], [[5, 0.7237162484930597, 1]], [[5, 0.580495797707531, 3], [6, 0.7318397161062511, 6], [0, 0.0479692086606216, 6]], [[9, 0.8939959857874414, 2], [0, 0.07810258298078587, 6], [7, 0.7013618183972804, 4], [9, 1.0, 4], [2, 0.27117154963550516, 6], [6, 0.6603880696567346, 4], [8, 0.8652458920994185, 4]]]","popsize=19*ndims\nparams=Params(nshade.memory())\noptimizer=create_optimizer(lpsr(pmin=round(popsize*0.6)),update_strategy(Ignore,mutation.cma(),crossover.all(),reparation.clip(),Ignore),Ignore,popsize,params)",5.566516896536786,777579.291249752,15,1350,30
F19,"[[[0, 0.24434885382390403, 0]], [[4, 0.9188350650182969, 1]], [], [[1, 0.4240543041702902, 1]], [[0, 0.8360090867972327, 1]], [[1, 0.8333842746183343, 2]], [[1, 0.4570590108142564, 2]], [[11, 0.9605000777075754, 3], [11, 0.9081990690057471, 3]], [[2, 0.8958568521300052, 2]], [[3, 0.6304017856883282, 3], [3, 0.5846502045403198, 3], [0, 0.08323015187061988, 3]], [[1, 0.7615598373874122, 2]], [[2, 0.5716706364973438, 4]], [[0, 0.21421637871797383, 3]], [[0, 0.5343596658955212, 3]], [[0, 0.47249932954488516, 4], [0, 0.13886678243693718, 4], [0, 0.2183230862647466, 4]], [[1, 0.8231491605524327, 5]], [], [], [[0, 0.29763012387405463, 4]], [[0, 0.060077998733410215, 5], [0, 0.31482502584752553, 5], [0, 0.34668566711236515, 5]], [[0, 0.005187613128940338, 2], [0, 0.8735452591856879, 4], [0, 0.8116066751851754, 4], [0, 0.7610280305835384, 3], [0, 0.5796910259955468, 3]], [[1, 1.0, 4], [0, 0.2013955608569038, 2], [0, 0.4682408499012062, 2]], [[1, 0.5778649449206383, 1]], [[5, 0.7173615760873855, 1]], [[6, 0.6790768839433972, 3], [6, 0.6818139221009965, 5], [4, 0.5418240333365903, 5], [5, 0.6412538277766033, 3], [4, 0.4386785925954767, 4], [0, 0.0, 3], [6, 0.7619001990214352, 3]], [[0, 0.0, 2], [6, 0.6528940509958958, 4], [3, 0.328077838123757, 4], [2, 0.22978260910501958, 6], [3, 0.3212037108292626, 6], [7, 0.7765386047711795, 3], [1, 0.1511069290945407, 3], [5, 0.5984481538077182, 3], [5, 0.5092803208236576, 2], [7, 0.7513048276478177, 2], [7, 0.7014591598212626, 2]]]","popsize=10*ndims\nparams=Params(nshade.memory())\noptimizer=create_optimizer(lpsr(pmin=round(popsize*0.7)),update_strategy(Ignore,ensemble.either(mutation.cma(),mutation.cma(),params.adaptative(random.boolean(low=0.6,high=0.3,weighted=False,learning_rate=Ignore))),ensemble.choice([crossover.exponential(params.static(0.2)),crossover.exponential(params.static(0.3)),crossover.all()],params.adaptative(random.range(3,pmin=0.7,pmax=0.5,learnable=False))),reparation.clip(),booster.imode(0.716, 0.5, 0.51)),archive(round(popsize*5.7), allow_resizing=True),popsize,params)",21.966463052305244,690218.2834134102,15,1350,30
F20,"[[[0, 0.7512458846540859, 0]], [[3, 0.6786036021643552, 1]], [[0, 0.0, 2]], [[1, 0.6676907716167717, 1]], [[0, 0.4716155727705037, 1]], [[1, 1.0, 2]], [[0, 0.02455463111700562, 2]], [[11, 0.9761333389056048, 3]], [[0, 0.0, 2]], [[1, 0.31036494350534416, 3], [4, 0.6883722135090876, 3], [5, 0.925369689002111, 3]], [[0, 0.2952282178126009, 2]], [], [[1, 0.9103472341873757, 3]], [[0, 0.3637648589932061, 3]], [[0, 0.06347828441171155, 4], [1, 0.9448470526916677, 4]], [[1, 0.7696456869522608, 5]], [[1, 0.3062266205545239, 5], [3, 0.5758980750227455, 5]], [[6, 0.6363865621516734, 5]], [[1, 0.9608799042446025, 4]], [[0, 0.07114742877983748, 5], [0, 0.3466491927346894, 5]], [[0, 0.3693881356109442, 2], [0, 0.6095773166960045, 3], [0, 0.6012619490662812, 6], [0, 0.10884483091925101, 5], [0, 0.2493915275814078, 3]], [[1, 0.9086883139063828, 4], [1, 0.5177868240767913, 2]], [[0, 0.12331344914805742, 1]], [[4, 0.5030472142802593, 1]], [[6, 0.7246161824221574, 2], [1, 0.2227779656780674, 3], [7, 0.8693587975468563, 3], [2, 0.2614878764376951, 3], [0, 0.04973171875645019, 4], [1, 0.20244991942064716, 3], [3, 0.4241863636425265, 3], [7, 0.8449750265280649, 4], [8, 0.8966430122410115, 3]], [[5, 0.585619121445989, 6], [1, 0.1452631747808305, 3], [0, 0.0, 3], [0, 0.020754960941833156, 3], [2, 0.22942291983092084, 3], [3, 0.37098279250446364, 3]]]","popsize=7*ndims\nparams=Params(ilshade.memory(2))\noptimizer=create_optimizer(lpsr(pmin=round(popsize*0.8)),update_strategy(Ignore,mutation.cma(),crossover.binomial(params.static(0.5)),reparation.middle_from_parent(),booster.imode(0.103, 0.1, 0.02)),Ignore,popsize,params)",100.00000000000037,299179.17755031586,15,1350,30
